1509439749.000000, 1509439749.000000, 1509439749.000000
32.000000, 32.000000, 32.000000
-1,-63,7
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-2,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-2,-63,7
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-2,-63,6
-1,-63,6
-2,-63,6
-2,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-2,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-2,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-2,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-2,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-2,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-2,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-2,-63,6
-2,-63,6
-1,-63,6
-1,-63,6
-2,-63,6
-2,-63,6
-2,-63,6
-2,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,7
-1,-63,6
-2,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,7
-1,-63,6
-1,-63,6
-1,-63,6
-1,-63,6
