13,27,-44
10,13,-57
24,30,-53
18,18,-70
-4,27,-75
11,25,-48
22,22,-44
7,28,-55
3,29,-61
-9,32,-77
-4,23,-78
-42,24,-89
-17,15,-74
-9,9,-70
-1,20,-49
-12,-2,-68
-13,10,-79
-12,14,-83
-18,10,-78
-31,14,-71
-30,13,-59
-39,0,-48
-44,1,-15
-46,-8,-8
-44,-4,0
-33,-6,2
-47,6,44
-76,-14,14
-48,-21,11
-76,-10,11
-77,-18,22
-46,-27,20
-46,-23,13
-44,-18,29
-64,-17,25
-57,-27,15
-50,-20,27
-73,-13,12
-43,-27,33
-49,-26,30
-49,-23,15
-80,-18,19
-67,-17,35
-53,-20,27
-49,-18,34
-47,-19,31
-47,-19,28
-52,-17,24
-67,-23,18
-63,-27,26
-40,-15,42
-61,-17,13
-45,-22,51
-50,-22,38
-48,-12,35
-69,-18,31
-53,-22,40
-38,-20,41
-39,-28,39
-48,-17,48
-43,-10,47
-53,-21,19
-58,-22,22
-56,-29,23
-48,-19,22
-56,-11,20
-59,-24,22
-59,-22,20
-48,-19,29
-58,-23,23
-60,-27,19
-54,-9,47
-51,-26,42
-49,-18,14
-42,-36,15
-42,-18,15
-54,-40,-4
-63,-28,-24
-36,-9,5
-51,-13,-7
-62,-23,9
-59,-32,-20
-48,9,-16
-86,-8,-27
-51,-34,-24
-56,-23,-8
-68,0,29
-65,-22,-4
-67,0,5
-55,-39,14
-65,-13,-19
-72,-22,-7
-63,-14,-5
-60,-2,-13
-51,-1,0
-37,-21,22
-40,-12,28
-77,-29,-10
-73,-19,-1
-78,-15,4
-63,-18,-2
-60,-10,3
-58,-22,4
-53,-14,-6
-50,-2,10
-66,-7,-12
-65,-18,-10
-68,-11,-6
-73,-10,-22
-67,-25,-19
-57,-21,-4
-65,-3,-9
-52,-9,20
-45,-16,48
-57,-9,20
-56,-4,23
-55,-12,36
-70,-26,28
-69,-7,24
-62,-8,31
-57,-11,26
-41,-14,24
-36,-13,33
-43,-6,39
-54,0,34
-64,-10,36
-67,-12,21
-71,-12,26
-55,-17,21
-57,-14,16
-55,7,18
-39,-1,31
-52,-27,31
-80,-10,25
-13,4,79
-1,-10,59
-19,-7,31
-34,-4,45
-48,5,55
-38,-2,61
-29,-7,54
-33,4,64
-18,17,64
-11,16,62
12,23,66
14,26,70
-43,12,53
-21,13,63
-5,34,68
11,38,64
4,38,45
-4,15,53
-1,-7,57
3,-2,69
0,41,63
-2,53,50
-3,57,55
1,26,64
1,-15,57
-4,-11,59
2,15,66
8,51,57
6,51,51
-1,25,61
3,-4,62
1,-10,64
4,20,65
1,53,59
3,46,45
-3,35,58
0,-4,63
-1,-4,65
2,18,67
7,56,51
4,48,42
5,16,64
4,1,63
6,-2,64
8,2,64
-1,50,52
2,55,51
3,37,61
4,0,58
2,5,61
4,18,64
1,47,63
0,6,49
9,28,51
6,22,47
6,21,51
5,23,55
0,27,56
2,30,56
6,36,56
7,41,55
15,58,45
23,49,54
12,47,53
12,46,55
9,45,42
14,53,43
15,41,50
22,22,53
13,19,47
20,22,49
17,60,43
8,72,48
10,45,51
14,17,45
16,14,45
26,45,54
18,57,47
10,61,46
8,41,47
12,21,44
17,20,49
25,29,56
11,53,43
16,55,45
5,60,42
9,22,49
14,24,49
23,28,52
23,50,51
17,52,46
6,64,43
7,47,44
12,24,44
14,18,45
23,38,56
31,61,54
17,50,46
6,69,45
7,27,45
14,20,40
19,12,42
32,49,55
26,67,50
12,55,44
6,41,45
11,21,50
41,42,70
36,43,62
-12,62,39
23,42,55
18,39,49
9,33,55
10,31,64
-47,24,33
-43,15,35
-13,14,56
-12,14,56
-24,21,54
-26,27,61
-24,29,62
-4,30,55
-12,33,55
3,37,79
-4,34,67
-36,28,39
-34,22,42
-20,19,51
-6,16,58
-18,17,55
-21,21,51
-16,37,26
-76,36,-20
-117,18,-16
-80,28,16
-50,15,16
-44,-1,11
-44,-28,23
-40,-62,64
-60,-75,63
-76,-86,-2
-90,-84,-8
-50,-75,15
-36,-65,19
-28,-29,17
-51,10,1
-50,32,2
-62,80,20
-95,78,1
-21,68,52
-36,61,40
-44,54,22
-29,31,17
-31,20,17
-32,-9,17
-41,-26,22
-58,-44,19
-94,-50,9
-107,-58,18
-106,-41,44
-88,-26,58
-55,-19,51
-42,-16,41
-33,-5,17
-57,12,10
-63,25,21
-58,59,39
-62,63,24
-65,62,7
-56,48,-1
-37,29,2
-43,13,-10
-38,6,-13
-50,-5,-36
-62,-13,-44
-71,-14,-54
-75,-19,-59
-62,-14,-63
-56,-4,-61
-51,0,-56
-45,6,-57
-45,8,-62
-38,10,-60
-42,19,-50
-41,5,-54
-40,9,-38
-43,6,-42
-40,10,-40
-42,4,-43
-46,6,-39
-48,6,-34
-53,3,-40
-52,7,-37
-48,6,-35
-51,-1,-39
-54,0,-41
-46,6,-38
-50,-8,-41
-47,-6,-44
-53,3,-44
-50,6,-39
-51,0,-38
-51,2,-38
-50,2,-37
-49,2,-33
-54,-1,-42
-50,-2,-36
-48,14,-29
-51,2,-29
-53,0,-38
-62,2,-42
-48,8,-41
-45,8,-44
-53,-4,-48
-59,6,-46
-68,11,-44
-55,7,-39
-106,17,-53
-87,7,-46
-52,-2,-24
-54,3,-22
-58,6,-13
-55,-13,1
-48,0,12
-62,12,-1
-69,3,-8
-59,15,0
-57,2,13
-60,14,10
-66,-3,-12
-60,0,-28
-16,18,36
-128,28,88
73,2,54
-26,27,127
64,-1,-85
-24,44,91
8,-15,14
4,-23,25
-110,-35,43
-27,-8,-34
-75,58,-24
-86,16,-53
-33,61,-35
-32,10,-33
-97,25,-21
-102,83,-44
-122,30,-72
60,-128,-121
-73,17,-66
-53,-34,-46
-74,-7,-51
-74,-4,-56
-114,40,-19
-50,-64,-13
-50,-3,-18
-12,-19,1
-7,6,5
7,42,21
11,29,36
-25,-2,32
-37,0,28
-46,-6,30
-128,-44,17
-50,-11,51
-59,7,46
-69,4,41
-36,-8,64
-17,1,48
-13,28,48
14,-51,84
14,-10,75
-24,31,35
-11,-1,64
-19,-18,31
8,35,95
9,24,53
10,13,31
2,-12,27
8,-3,45
-8,32,91
-11,-5,74
-7,3,78
-8,34,65
-19,24,40
-32,48,27
0,20,64
-9,19,49
6,32,42
1,30,41
-15,35,50
-21,61,71
-34,46,70
-23,15,77
-7,21,76
-15,41,53
-24,15,30
-12,24,30
-12,22,33
-18,16,49
-21,51,67
-12,36,74
-7,33,89
-5,36,85
-4,44,67
-16,42,38
-8,32,37
-18,22,41
-17,30,40
-15,43,46
-22,40,56
-20,43,56
-16,43,47
-12,38,49
-8,34,46
-12,35,40
-8,40,53
-9,46,54
-5,41,56
-4,38,52
-6,39,48
-5,38,50
-4,36,55
-7,39,50
-7,40,46
-1,37,53
-9,41,52
-10,44,52
-1,38,55
-9,42,43
-9,44,43
1,39,49
-2,39,46
-16,44,36
4,38,38
6,34,24
-9,57,70
-2,62,91
-6,47,66
-9,36,52
-17,42,45
-13,53,39
11,24,56
-4,41,50
-13,45,50
-10,23,29
-12,54,40
-11,38,42
-11,51,49
17,54,18
-6,51,52
-3,42,53
-14,48,33
-10,51,31
-6,46,33
-5,44,31
0,53,36
20,65,35
9,62,32
13,55,31
10,52,30
13,61,32
14,58,31
11,57,30
11,54,29
13,54,28
11,55,31
11,58,31
10,57,29
11,55,27
10,54,28
11,58,30
10,58,30
11,56,29
10,55,29
10,54,30
10,56,30
10,58,31
10,57,32
9,56,30
10,55,30
10,54,30
10,56,31
10,56,31
10,55,30
10,56,29
9,56,30
10,55,31
10,56,30
10,56,30
10,55,30
10,55,30
10,55,31
10,56,31
10,55,29
10,56,31
10,57,31
10,55,31
10,56,31
10,55,31
9,56,31
10,55,32
10,55,30
10,56,31
9,53,32
9,54,33
9,51,32
9,50,30
7,55,26
6,62,28
6,60,28
5,39,19
1,49,24
-5,58,34
-9,60,38
-17,51,44
-30,59,44
-47,60,33
-31,54,29
-30,52,24
-28,49,23
-36,50,29
-33,49,28
-22,48,30
-33,53,33
-34,53,24
-30,53,22
-31,39,21
-35,52,20
-29,46,21
-25,45,22
-27,46,24
-29,47,27
-28,48,32
-21,55,35
-23,57,32
-24,56,32
-23,57,32
-22,56,30
-21,52,30
-22,53,29
-22,53,28
-21,54,31
-21,53,30
-21,53,29
-21,53,28
-22,54,30
-21,54,30
-20,54,29
-21,53,28
-21,54,28
-21,53,29
-22,54,29
-22,54,28
-21,54,28
-21,54,29
-21,53,29
-22,53,29
-21,54,28
-21,54,29
-21,54,28
-22,54,28
-22,55,28
-21,53,27
-21,54,28
-21,54,28
-22,55,28
-22,55,27
-21,54,27
-23,55,29
-27,62,32
-26,63,34
-30,65,42
-33,70,41
-29,68,36
-13,47,25
-9,45,19
-6,47,8
-5,45,4
-6,42,3
-5,43,4
-5,62,13
-15,87,31
-18,82,42
-8,54,51
-12,58,57
-10,43,29
-9,25,21
-12,36,30
-15,31,30
-12,13,23
-9,-2,24
-9,-5,35
4,-21,65
-1,-7,56
15,-17,63
7,-42,35
11,-52,63
51,-97,51
28,-78,35
10,-72,25
12,-64,44
10,-64,30
-13,-57,21
-2,-58,30
2,-66,22
-3,-65,25
-4,-60,17
0,-69,30
5,-72,14
6,26,21
-10,-68,14
-4,-65,12
-8,-64,4
-4,-61,18
-8,-60,7
-4,-62,11
4,-67,9
3,-66,9
-3,-63,8
-3,-64,8
-1,-64,8
0,-65,9
-1,-64,8
-2,-64,8
-1,-65,8
-1,-65,8
-2,-64,8
-2,-64,8
-1,-65,8
-1,-64,8
-2,-64,8
-1,-64,8
-1,-65,8
-2,-64,8
-1,-64,7
-1,-65,9
-2,-64,8
-1,-64,7
0,-65,8
-2,-64,8
-2,-66,8
0,-64,7
-1,-64,8
-2,-64,8
-1,-64,7
-1,-65,8
-2,-64,8
-1,-64,8
-1,-65,7
-1,-64,8
-2,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-2,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-2,-64,8
-1,-64,7
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-2,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-2,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-2,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-2,-64,8
-1,-65,8
-1,-65,8
-2,-64,8
-2,-64,8
-1,-65,8
-2,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-2,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-2,-64,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-65,8
-2,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-2,-64,8
-2,-64,8
-1,-65,7
-1,-64,8
-2,-64,8
-1,-65,8
-1,-65,7
-2,-64,8
-2,-64,8
-1,-65,8
-2,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-65,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,7
-1,-64,7
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-63,6
-1,-67,9
-1,-63,8
-1,-63,8
-1,-64,8
-1,-65,8
-1,-66,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-66,8
-2,-67,9
-1,-66,8
-1,-65,7
-1,-66,8
-1,-64,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-67,8
-2,-59,8
-1,-61,8
-1,-64,7
-2,-65,7
-1,-64,8
-1,-63,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-65,8
-1,-65,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-65,8
-1,-64,8
-2,-69,10
-1,-66,7
-1,-64,8
-2,-64,8
-1,-63,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,7
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
-1,-64,8
